Sample	Individual	Day	Abiotrophia	Acetobacter	Acidaminococcus	Acinetobacter	Actinobacteria gen. _Trueperella_Streptomyces_	Actinobacteria gen. _Xylanimonas_Schaalia_Sanguibacter_	Actinobaculum	Actinomyces	Adlercreutzia	Akkermansia	Alistipes	Allisonella	Anaerococcus	Anaeroglobus	Anaeromassilibacillus	Anaerostipes	Anaerotruncus	Angelakisella	Arabia	Atopobiaceae gen. incertae sedis	Atopobium	Azospirillum	Bacteria gen. _Enterococcus_Acinetobacter_	Bacteria gen. _Lelliottia_Pantoea_Enterobacter_Escherichia_Klebsiella_Leclercia_Pedobacter_	Bacteria gen. _Micrococcus_Streptococcus_Bacillus_Jeotgalibacillus_	Bacteria gen. _Rhodospirillum_Lactobacillus_Azospirillum_	Bacteria gen. _Streptococcus_Enterococcus_Listeria_Sphingobacterium_	Bacteria gen. incertae sedis	Bacteroidaceae gen. incertae sedis	Bacteroidales gen. _Coprobacter_Gabonia_	Bacteroidales gen. incertae sedis	Bacteroides	Barnesiella	Bifidobacterium	Bilophila	Bittarella	Blautia	Butyricicoccus	Butyricimonas	Butyrivibrio	Campylobacter	Candidatus Stoquefichus	Carnobacterium	Catabacter	Catonella	Christensenella	Citrobacter	Clostridia gen. incertae sedis	Clostridiaceae gen. incertae sedis	Clostridiales Family XIII. Incertae Sedis gen. incertae sedis	Clostridiales gen. _Clostridium_Coprococcus_	Clostridiales gen. _Clostridium_Eubacterium_	Clostridiales gen. _Clostridium_Flavonifractor_	Clostridiales gen. _Ruminococcus_Blautia_	Clostridiales gen. _Ruminococcus_Clostridium_Blautia_	Clostridiales gen. _Ruminococcus_Clostridium_	Clostridiales gen. _Ruminococcus_Eubacterium_	Clostridiales gen. _Sellimonas_Drancourtella_	Clostridiales gen. incertae sedis	Clostridioides	Clostridium	Collinsella	Coprobacillus	Coprobacter	Coprococcus	Coriobacteriaceae gen. incertae sedis	Corynebacterium	Cryptobacterium	Cutibacterium	Dehalococcoidales gen. incertae sedis	Desulfovibrio	Dialister	Dielma	Dorea	Eggerthella	Eggerthellaceae gen. incertae sedis	Eggerthia	Eisenbergiella	Emergencia	Enorma	Enterobacterales gen. _Enterobacter_Escherichia_Klebsiella_Serratia_	Enterobacteriaceae gen. _Citrobacter_Enterobacter_Escherichia_Salmonella_	Enterococcus	Enterorhabdus	Erwiniaceae gen. incertae sedis	Erysipelatoclostridium	Eubacteriaceae gen. incertae sedis	Eubacterium	Faecalibacterium	Faecalicatena	Faecalicoccus	Faecalitalea	Fenollaria	Firmicutes gen. _Carnobacterium_Phascolarctobacterium_	Firmicutes gen. _Catenibacterium_Roseburia_	Firmicutes gen. _Clostridium_Eubacterium_	Firmicutes gen. _Coprobacillus_Clostridium_	Firmicutes gen. _Erysipelatoclostridium_Clostridioides_	Firmicutes gen. _Lactobacillus_Lachnospira_	Firmicutes gen. incertae sedis	Flavobacteriaceae gen. incertae sedis	Flavobacteriia gen. incertae sedis	Flavonifractor	Fournierella	Fusicatenibacter	Fusobacterium	Gammaproteobacteria gen. _Citrobacter_Vibrio_	Gammaproteobacteria gen. _Testudinibacter_Pseudomonas_	Gardnerella	Gemella	Gemmiger	Gordonibacter	Granulicatella	Haemophilus	Hafnia	Hafniaceae gen. _Hafnia_Obesumbacterium_	Holdemanella	Holdemania	Hungatella	Intestinibacter	Intestinimonas	Isoptericola	Klebsiella	Lachnoanaerobaculum	Lachnoclostridium	Lachnospira	Lachnospiraceae gen. incertae sedis	Lactobacillales gen. incertae sedis	Lactobacillus	Lactococcus	Lactonifactor	Lelliottia	Lentisphaerae gen. incertae sedis	Leuconostoc	Mailhella	Massilioclostridium	Massiliomicrobiota	Mediterraneibacter	Megasphaera	Merdibacter	Merdimonas	Methanobrevibacter	Mogibacterium	Muribaculaceae gen. incertae sedis	Neisseria	Odoribacter	Olsenella	Oribacterium	Oscillibacter	Pantoea	Parabacteroides	Paraprevotella	Parasutterella	Parvimonas	Pasteurellaceae gen. incertae sedis	Pediococcus	Peptoniphilus	Peptostreptococcaceae gen. incertae sedis	Peptostreptococcus	Phascolarctobacterium	Phocea	Porphyromonas	Prevotella	Prevotellaceae gen. incertae sedis	Prevotellamassilia	Propionibacterium	Proteobacteria gen. _Komagataeibacter_Escherichia_Klebsiella_Shigella_	Proteobacteria gen. incertae sedis	Provencibacterium	Pseudoflavonifractor	Pseudomonas	Pseudopropionibacterium	Pyramidobacter	Rikenellaceae gen. _Tidjanibacter_Alistipes_	Romboutsia	Roseburia	Rothia	Ruminococcaceae gen. incertae sedis	Ruminococcus	Ruthenibacterium	Scardovia	Selenomonadales gen. incertae sedis	Senegalimassilia	Serratia	Solobacterium	Staphylococcaceae gen. _Staphylococcus_Gemella_	Staphylococcus	Stomatobaculum	Streptococcus	Subdoligranulum	Succinivibrio	Sutterella	Sutterellaceae gen. incertae sedis	Tetragenococcus	Tissierellia gen. incertae sedis	Traorella	Tropheryma	Turicibacter	Tyzzerella	Urmitella	Varibaculum	Variovorax	Veillonella	Veillonellaceae gen. incertae sedis	Weissella
bugkiller_0	bugkiller	0	   0	   0	   0	   1	   0	   1	   0	   3	   0	   0	   8	   0	   0	   0	   0	  32	   0	   0	   0	   0	   1	   4	   0	   0	   0	   0	   0	  13	   0	   0	   5	 403	   0	  13	   7	   0	 102	   6	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	  30	   0	   0	   3	   0	  84	   0	  28	  59	   0	   0	  20	   0	   0	   0	   0	   0	   0	   0	   0	  30	   6	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   0	  61	 359	   0	   0	   0	   0	  13	   0	   0	   0	   0	   1	  20	   0	   0	   7	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	  10	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   2	   0	   0	   9	   0	   8	   1	   0	   0	   0	   0	   0	   0	   0	  81	   0	   0	1236	   0	   0	   1	   4	   0	   0	   0	   0	   0	   0	   0	   0	   2	   0	  72	   1	   1	   0	   0	  12	   0	   0	   0	   0	   0	   3	   0	   0	  38	   1	   0	   0	   0	   0	   1	   0	   0	   0	   0	   2	   0	   0
peacemaker_773	peacemaker	773	  1	  0	  0	  0	  0	  0	  0	  1	  2	  0	  6	  0	  0	  0	  0	 30	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	 18	  0	  1	  0	970	  5	 82	  1	  0	 34	  8	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  1	  6	  0	  0	  1	  0	292	  0	 70	  6	  0	  0	 28	  0	  0	  0	  0	  0	  0	 40	  0	 24	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  2	  0	361	290	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  2	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	115	  0	  1	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  3	  0	 16	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  2	269	  0	 72	 47	  0	  0	  0	  0	  0	  0	  0	  0	  0	 12	  0	  0	  9	  0	  0	  0	  1	  0	  0	  0	  0	  0	  0	  0	  0	  0
bugkiller_2	bugkiller	2	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	  23	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	 348	   2	 101	  28	   0	   8	  26	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   0	   0	   0	   0	  65	   0	  11	 195	   0	   0	   5	   0	   0	   0	   0	   0	   0	   1	   0	   3	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   7	1091	   0	   0	   0	   0	   1	   0	   0	   0	   0	   3	   1	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	  15	   0	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   7	   0	   4	   0	   2	   0	   0	   0	   0	   0	   0	  41	   0	   0	 394	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   3	   0	 265	   3	   0	   0	   0	  34	   0	   0	   0	   0	   0	   0	   0	   0	  97	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
alien_380	alien	380	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   4	   0	   0	   0	   0	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	  54	   0	  17	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   5	   0	   0	   2	   0	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   3	   0	   0	   0	   0	  63	   0	   0	   0	   3	   7	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	2077	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   5	   0	   0	   0	   0	   0	   0	   0	   0	   0	   8	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	 501	   0	   0
daisy_60	daisy	60	  0	  0	 22	  0	  0	  0	  0	  0	  0	 19	  4	  0	  0	  0	  0	117	  0	  2	  0	  0	  0	  0	  0	  0	  0	 74	  0	 50	  0	  0	 51	961	  0	 47	  3	  0	 61	 18	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  2	  0	  5	  0	  0	  0	 75	  0	167	  7	  1	  0	  8	  0	  0	  0	  0	  0	  0	  0	  0	 28	  0	  0	  0	  2	  0	  0	  0	  0	  0	  0	  0	  1	  0	150	178	  0	  0	  0	  0	  0	  0	  0	 33	  0	199	122	  0	  0	  5	  0	  0	  0	  0	  0	  0	  1	  0	  0	  0	  0	  0	  0	  0	  1	  0	  0	  0	  0	  0	  0	  2	  0	 93	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  5	  0	  0	  6	  0	106	  0	 13	  0	  0	  0	  0	  0	  0	 28	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	 23	  1	105	  0	  6	  6	  1	  0	  0	  0	  0	  0	  0	  0	  0	 15	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  1	  0	  0
daisy_2	daisy	2	   0	   0	  32	   0	   1	   1	   0	   1	   0	   0	   5	   0	   0	   0	   0	 116	   1	   0	   0	   0	   0	   0	   0	   0	   0	  58	   0	  50	   0	   0	  52	1295	   0	  17	   9	   0	  96	   6	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   0	   0	   0	   0	   0	  71	   0	 162	  14	   0	   0	   9	   0	   0	   0	   0	   0	   0	   0	   0	  29	   1	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   1	   0	 191	 133	   0	   0	   0	   0	   0	   0	   0	  28	   0	  31	  87	   0	   0	   3	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   2	   1	   0	   0	   1	   2	   0	  82	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   7	   0	   0	   7	   0	  49	   0	  24	   0	   0	   0	   0	   0	   0	  42	   0	   0	  10	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	  17	   1	  66	   0	  10	   9	   0	   0	   0	   0	   0	   1	   0	   0	   0	   7	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   4	   0	   0
alien_632	alien	632	  0	  0	  0	  0	  0	  0	  0	  0	  1	  0	  0	  0	  0	  0	  0	 74	  0	  0	  0	  0	  1	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	464	  0	 18	  0	  0	 99	 14	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  1	  0	 50	  1	  0	  4	  0	 72	  0	107	 81	  0	  0	 31	  0	  0	  0	  0	  0	  1	 47	  0	  5	  1	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  1	  0	108	219	  0	  0	  0	  0	  0	  0	  1	 73	  2	 80	 83	  0	  0	 23	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  7	  0	  0	  0	  0	  1	  0	  1	  0	  0	  0	 14	  0	390	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  1	  0	  0	  0	  0	  0	  0	  0	  0	  0	  2	  0	205	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	 33	  0	  0	  0	  0	  0	  0	  0	 10	341	  0	 33	 39	  2	  0	  3	  0	  0	  1	  0	  0	  0	 26	  0	  0	 60	  0	  0	  0	  0	  0	  0	  1	  0	  0	  0	  9	  0	  0
alien_600	alien	600	  0	  0	  0	  0	  0	  0	  0	  1	  3	 12	  0	  0	  0	  0	  0	 16	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  2	  0	  0	 13	 62	  0	  5	  0	  0	 61	  3	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  1	  0	  0	 63	  0	 23	  4	  0	  2	  0	192	  0	411	 23	  0	  0	 52	  0	  0	  0	  0	  0	  1	 77	  1	 18	  1	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  3	  0	112	418	  0	  0	  0	  0	  0	  0	  1	 35	  0	 62	 57	  0	  0	  4	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  8	  0	  0	  0	  0	  1	  1	  1	  0	  0	  0	  9	  0	250	  0	  0	  8	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  9	  0	  0	  0	  0	  4	  0	103	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	 72	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  1	278	  0	 68	158	  1	  0	  1	  0	  0	  0	  0	  0	  0	  1	  0	  0	 24	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  1	  0	  0
alien_377	alien	377	   1	   1	   0	   0	   0	   0	   0	   1	   0	   1	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   5	   1	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	  89	   0	  10	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   3	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	  19	  27	   0	   0	   0	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	2728	   0	   0	   0	   0	   0	   0	   1	   0	   1	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   4	   0	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   9	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   0	   0
alien_0	alien	0	  0	  0	  0	  0	  0	  0	  0	  0	  4	  0	 58	  0	  0	  0	  0	 12	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  9	  4	  0	  0	846	  8	  0	  0	  1	112	  6	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	 32	  0	  4	  0	  0	  0	  0	197	  0	 88	 21	  0	  2	 38	  0	  0	  0	  0	  0	  0	  3	  0	 48	  1	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  1	  0	 61	231	  0	  0	  0	  0	 39	  0	  0	  7	  0	 25	  9	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  3	  0	  0	  0	  2	  0	  0	  0	  0	  0	  0	  3	  0	375	  0	  0	  2	  0	  0	  0	  0	  0	  1	  0	  0	  0	  0	  0	  0	  1	  0	  0	  2	  0	  0	 67	  0	 31	  0	 22	  0	  0	  0	  0	  0	  0	  0	  0	  0	  1	  0	  0	  1	 17	  0	  0	  0	  0	  0	  0	  0	  0	170	  0	 78	 91	  0	  0	  0	  0	  0	  0	  0	  0	  0	 21	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  5	  0	  0
bugkiller_60	bugkiller	60	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	  35	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   6	   0	   0	   1	 201	   0	  23	   0	   0	  30	   4	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   0	   0	   0	   8	   0	   0	   1	   0	  51	   0	  21	  40	   0	   0	   6	   0	   0	   0	   0	   0	   0	   0	   0	  18	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	  28	 163	   0	   0	   0	   0	   9	   0	   0	   0	   0	   0	   3	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   3	   0	   0	   0	   0	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	  33	   0	   0	2101	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   5	   0	  32	   0	   0	   0	   0	   4	   5	   0	   0	   0	   0	   0	   0	   0	  27	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0
halbarad_0	halbarad	0	  0	  0	  0	  0	  0	  0	  0	  0	  5	 65	354	  0	  0	  0	  2	  5	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	155	  2	  5	415	 10	 42	  5	  0	 26	 10	  0	  0	  0	  0	  0	  0	  0	  1	  0	  1	 22	  0	  0	  0	  3	  1	  0	  0	  0	  0	322	  0	 45	  5	  0	  0	 17	  0	  0	  5	  0	  0	  0	 13	  0	 21	  0	  0	  0	  0	  0	  5	  0	  0	  0	  0	  0	  0	  0	 37	376	  0	  0	  0	  0	 12	  0	  0	  2	  0	  1	 11	  0	  4	  1	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  1	  0	  0	  0	  0	  1	  0	  2	  0	  0	  0	  3	  0	 41	  0	  0	  0	  0	  0	  4	  0	  2	  1	  0	  0	  0	  0	  0	  1	  0	  0	  0	 10	  5	  0	 62	  0	 30	  5	  1	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	 14	  0	  0	  1	  0	  1	 32	  0	350	236	  4	  0	  0	  0	  0	  0	  0	  0	  0	 14	  0	  0	  6	  0	  0	  0	  0	  0	  0	  4	  0	  0	  0	  0	  0	  0
bugkiller_392	bugkiller	392	   0	   0	   0	   0	   0	   1	   0	   1	   0	   0	   6	   0	   0	   0	   0	  46	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	  49	   0	   0	   1	 169	   0	  79	   3	   0	  23	   7	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   0	   0	   1	   0	  89	   0	 123	  59	   0	   0	  13	   0	   0	   0	   0	   0	   0	   2	   0	  25	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	 408	 223	   0	   0	   0	   0	  14	   0	   0	   0	   0	  62	  10	   0	   0	   1	   0	   0	   0	   0	   0	   0	   2	   0	   0	   0	   3	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	  65	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   1	   0	   7	   0	   0	   0	   0	   0	   0	   0	   0	  58	   0	   0	1116	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	  88	   0	  32	  13	   0	   0	   0	   3	   0	   1	   0	   0	   0	  17	   0	   0	  18	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0
alien_378	alien	378	   0	   0	   0	   0	   0	   0	   0	   1	   0	   1	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	  11	   0	   0	   0	   0	   0	   0	   1	   0	   0	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	  23	   0	  71	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   4	   2	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	  24	   8	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	2596	   0	   0	   0	   0	   4	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   7	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	 148	   0	   0
tigress_0	tigress	0	  0	  0	  0	 66	  0	  0	  0	  1	  0	  0	117	  0	  0	  0	  0	 41	  0	  0	  0	  0	  0	  0	  0	  0	  0	190	  0	 15	  0	  1	  3	721	  0	  1	  0	  1	 13	  1	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	 24	  0	  1	  0	  0	  0	  0	230	  0	321	  0	  0	  0	 18	  1	  0	  0	  0	  0	  0	  0	  0	 16	  0	  2	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	317	301	  0	  0	  0	  0	 45	  0	  0	  0	  0	  0	 12	  0	  0	  0	  0	  0	  0	  0	  0	  0	  1	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  1	  0	 72	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	 11	  0	  0	  6	  0	 16	  0	  0	  0	  0	  0	  0	  0	  0	  0	  1	  0	  0	  0	  0	  0	  0	  0	  0	  2	  0	  0	  0	  0	  0	 55	  0	 60	128	  1	  0	  0	  0	  0	  0	  0	  0	  0	  7	  0	  0	  3	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  1	  0	  0
peacemaker_7	peacemaker	7	  0	  0	  0	  0	  0	  0	  0	  0	  5	  0	126	  0	  0	  0	  0	 34	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  6	  0	  0	  0	770	 12	181	  4	  0	 23	 19	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  1	  0	  0	  1	  3	  0	  0	  1	  0	161	  0	105	 13	  0	  0	 14	  0	  0	  0	  0	  0	  0	 70	  0	 22	  3	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	241	334	  0	  0	  0	  0	  0	  0	  0	  0	  0	 75	  3	  0	  0	  2	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  3	  0	  0	  0	  0	  0	  0	  2	  0	105	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	 18	  0	 13	  0	  1	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	210	  0	133	 60	  1	  0	  0	  0	  0	  0	  0	  0	  0	  5	  0	  0	 41	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  5	  0	  0
bugkiller_773	bugkiller	773	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   0	   0	   0	   0	  72	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	  87	   0	   0	   8	 497	   3	  10	   5	   1	  83	   4	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	  19	   0	   0	   4	   0	 297	   0	  33	  17	   0	   0	  26	   0	   0	   0	   0	   0	   0	   0	   0	  47	   1	   1	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	  31	 114	   0	   0	   0	   0	  32	   0	   0	   0	   0	   0	  21	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   2	   0	   0	   0	   0	   0	   0	  31	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   5	   0	   0	   3	   0	  10	   0	   0	   0	   0	   0	   0	   0	   0	  53	   0	   0	1169	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	  10	   0	  20	   2	   0	   0	   0	   2	   0	   0	   0	   0	   0	   5	   0	   0	  32	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
